Fecha,IMAE,TPolMon,total_activo,promedio_cvc
2024-12-31T00:00:00Z,4.5,154.5045623779297,571911993,0.024113333333333334
2024-11-30T00:00:00Z,4.5,149.43710327148438,566061637,0.02536
2024-10-31T00:00:00Z,4.5,145.56118774414063,562221277,0.02386
2024-09-30T00:00:00Z,4.75,143.6060028076172,555194606,0.024946666666666666
2024-08-31T00:00:00Z,5,146.88104248046875,551796381,0.02444666666666667
2024-07-31T00:00:00Z,5,146.68785095214844,547968698,0.0239
2024-06-30T00:00:00Z,5,143.31942749023438,546821393,0.023806666666666667
2024-05-31T00:00:00Z,5,147.5,539888679,0.021913333333333333
2024-04-30T00:00:00Z,5,146.3000030517578,538580522,0.021773333333333336
2024-03-31T00:00:00Z,5,148.39999389648438,534528139,0.023026666666666668
2024-02-29T00:00:00Z,5,145.3000030517578,532782438,0.02006875
2024-01-31T00:00:00Z,5,145.3000030517578,530147575,0.01850625
2023-12-31T00:00:00Z,5,149.5,528223459,0.0152625
2023-11-30T00:00:00Z,5,144.3000030517578,513539172,0.01609375
2023-10-31T00:00:00Z,5,137.8000030517578,511121316,0.017606666666666666
2023-09-30T00:00:00Z,5,138.60000610351563,510233326,0.017833333333333333
2023-08-31T00:00:00Z,5,141.10000610351563,505851403,0.017873333333333335
2023-07-31T00:00:00Z,5,142.39999389648438,504728093,0.016953333333333334
2023-06-30T00:00:00Z,5,139.3000030517578,502657236,0.015706666666666667
2023-05-31T00:00:00Z,5,141.1999969482422,499160374,0.016533333333333334
2023-04-30T00:00:00Z,5,140.6999969482422,498679713,0.01654
2023-03-31T00:00:00Z,4.75,144.89999389648438,494516228,0.016460000000000002
2023-02-28T00:00:00Z,4.5,140.89999389648438,489867097,0.016573333333333332
2023-01-31T00:00:00Z,4.25,139.3000030517578,488309235,0.019113333333333333
2022-12-31T00:00:00Z,3.75,146.0966033935547,486323293,0.016873333333333334
2022-11-30T00:00:00Z,3,140.99005126953125,480053347,0.016953333333333334
2022-10-31T00:00:00Z,3,135.90606689453125,476174285,0.01762
2022-09-30T00:00:00Z,3,134.3000030517578,470662028,0.017266666666666666
2022-08-31T00:00:00Z,2.75,135.1999969482422,465832596,0.01878
2022-07-31T00:00:00Z,2.25,135.10000610351563,463596995,0.019473333333333332
2022-06-30T00:00:00Z,2.25,132,455996272,0.020713333333333334
2022-05-31T00:00:00Z,2,135.5,449823406,0.02406
2022-04-30T00:00:00Z,1.75,135.8000030517578,448629962,0.02258
2022-03-31T00:00:00Z,1.75,139.10000610351563,444237871,0.020733333333333333
2022-02-28T00:00:00Z,1.75,134.5,440483079,0.02106
2022-01-31T00:00:00Z,1.75,135,437690666,0.022873333333333336
2021-12-31T00:00:00Z,1.75,140.8000030517578,434597859,0.02208
2021-11-30T00:00:00Z,1.75,135.3000030517578,426551987,0.022253333333333333
2021-10-31T00:00:00Z,1.75,130.60000610351563,421985662,0.023773333333333334
2021-09-30T00:00:00Z,1.75,128.8000030517578,416332042,0.023026666666666668
2021-08-31T00:00:00Z,1.75,130.10000610351563,414011019,0.02324666666666667
2021-07-31T00:00:00Z,1.75,131.1999969482422,413754453,0.024933333333333335
2021-06-30T00:00:00Z,1.75,127.5,407031251,0.0263
2021-05-31T00:00:00Z,1.75,130,404356551,0.027866666666666668
2021-04-30T00:00:00Z,1.75,130.10000610351563,401995128,0.029266666666666667
2021-03-31T00:00:00Z,1.75,133.3000030517578,397664244,0.027613333333333333
2021-02-28T00:00:00Z,1.75,128.60000610351563,396800611,0.024426666666666666
2021-01-31T00:00:00Z,1.75,128.89999389648438,396499044,0.027006666666666665
2020-12-31T00:00:00Z,1.75,135,394066453,0.02376
2020-11-30T00:00:00Z,1.75,128,390020634,0.022373333333333335
2020-10-31T00:00:00Z,1.75,125.19999694824219,388534186,0.022321428571428572
2020-09-30T00:00:00Z,1.75,121.69999694824219,380485219,0.021692857142857142
2020-08-31T00:00:00Z,1.75,120.5999984741211,377984366,0.022792857142857142
2020-07-31T00:00:00Z,1.75,118.5,373754337,0.022814285714285714
2020-06-30T00:00:00Z,1.75,111.5,372431667,0.024485714285714288
2020-05-31T00:00:00Z,2,111.5,366441042,0.02633571428571429
2020-04-30T00:00:00Z,2,112.69999694824219,363612108,0.024514285714285714
2020-03-31T00:00:00Z,2,121.4000015258789,361293756,0.024764285714285714
2020-02-29T00:00:00Z,2.75,125.5,353786588,0.026114285714285715
2020-01-31T00:00:00Z,2.75,127,350401661,0.02693571428571429
2019-12-31T00:00:00Z,2.75,130.5,349684200,0.02762857142857143
2019-11-30T00:00:00Z,2.75,126.9000015258789,344429065,0.02967857142857143
2019-10-31T00:00:00Z,2.75,123,342326050,0.02930666666666667
2019-09-30T00:00:00Z,2.75,120.80000305175781,342622037,0.030133333333333335
2019-08-31T00:00:00Z,2.75,121.9000015258789,339469578,0.030026666666666667
2019-07-31T00:00:00Z,2.75,122.9000015258789,336822877,0.030053333333333335
2019-06-30T00:00:00Z,2.75,120.4000015258789,337380994,0.029926666666666667
2019-05-31T00:00:00Z,2.75,123.69999694824219,334151163,0.02982
2019-04-30T00:00:00Z,2.75,124,334436472,0.029593333333333333
2019-03-31T00:00:00Z,2.75,126.0999984741211,331105574,0.027486666666666666
2019-02-28T00:00:00Z,2.75,122.80000305175781,328485242,0.02772
2019-01-31T00:00:00Z,2.75,122.0999984741211,326781834,0.027880000000000002
2018-12-31T00:00:00Z,2.75,125.19999694824219,328936400,0.028093333333333335
2018-11-30T00:00:00Z,2.75,121,320003501,0.03167333333333333
2018-10-31T00:00:00Z,2.75,118,318071011,0.03066
2018-09-30T00:00:00Z,2.75,115.4000015258789,317188355,0.0290875
2018-08-31T00:00:00Z,2.75,118,315400359,0.0306375
2018-07-31T00:00:00Z,2.75,118.19999694824219,312343436,0.030887500000000002
2018-06-30T00:00:00Z,2.75,116.4000015258789,311686121,0.029625000000000002
2018-05-31T00:00:00Z,2.75,118.69999694824219,308992789,0.02950625
2018-04-30T00:00:00Z,2.75,119.5999984741211,307634938,0.029475
2018-03-31T00:00:00Z,2.75,121.80000305175781,304559122,0.029118750000000002
2018-02-28T00:00:00Z,2.75,117.80000305175781,303987170,0.02973125
2018-01-31T00:00:00Z,2.75,117.80000305175781,303457637,0.0324875
2017-12-31T00:00:00Z,2.75,122.5999984741211,305897624,0.0332
2017-11-30T00:00:00Z,2.75,116.9000015258789,297616383,0.03341764705882353
2017-10-31T00:00:00Z,3,113.69999694824219,296770346,0.03457058823529412
2017-09-30T00:00:00Z,3,112.0999984741211,294017707,0.03502352941176471
2017-08-31T00:00:00Z,3,113.9000015258789,291003432,0.03581764705882353
2017-07-31T00:00:00Z,3,113.80000305175781,289780664,0.035270588235294116
2017-06-30T00:00:00Z,3,111.5999984741211,289797116,0.03621764705882353
2017-05-31T00:00:00Z,3,113.69999694824219,286842436,0.033823529411764704
2017-04-30T00:00:00Z,3,114.69999694824219,288114947,0.03436470588235294
2017-03-31T00:00:00Z,3,118.0999984741211,285566924,0.03224117647058824
2017-02-28T00:00:00Z,3,114.30000305175781,284217103,0.03111764705882353
2017-01-31T00:00:00Z,3,115.4000015258789,282488652,0.03073529411764706
2016-12-31T00:00:00Z,3,120.5999984741211,283536660,0.028929411764705884
2016-11-30T00:00:00Z,3,115,279273800,0.030523529411764706
2016-10-31T00:00:00Z,3,110.4000015258789,277180306,0.03291764705882353
2016-09-30T00:00:00Z,3,109.80000305175781,274606425,0.0317
2016-08-31T00:00:00Z,3,110.4000015258789,272377027,0.0323
2016-07-31T00:00:00Z,3,109.30000305175781,273137352,0.03198235294117647
2016-06-30T00:00:00Z,3,108.4000015258789,271349651,0.03103529411764706
2016-05-31T00:00:00Z,3,111.0999984741211,269371819,0.030688235294117648
2016-04-30T00:00:00Z,3,112.30000305175781,270540871,0.029582352941176473
2016-03-31T00:00:00Z,3,113,270124801,0.03020625
2016-02-29T00:00:00Z,3,109.4000015258789,270027682,0.030125000000000002
2016-01-31T00:00:00Z,3,109.69999694824219,267032486,0.030100000000000002
2015-12-31T00:00:00Z,3,115.19999694824219,264623819,0.02816875
2015-11-30T00:00:00Z,3,111.4000015258789,250007865,0.0302125
2015-10-31T00:00:00Z,3,108.4000015258789,250282889,0.02979375
2015-09-30T00:00:00Z,3.25,106.5999984741211,248752036,0.032468750000000005
2015-08-31T00:00:00Z,3.25,107.5,247678401,0.03199375
2015-07-31T00:00:00Z,3.25,108.69999694824219,245912762,0.03385
2015-06-30T00:00:00Z,3.25,105.5999984741211,246431572,0.034775
2015-05-31T00:00:00Z,3.5,106.69999694824219,243270427,0.03603125
2015-04-30T00:00:00Z,3.5,107.69999694824219,241647574,0.035725
2015-03-31T00:00:00Z,3.5,111.69999694824219,237501319,0.03684375
2015-02-28T00:00:00Z,3.5,107.19999694824219,235164158,0.03726875
2015-01-31T00:00:00Z,4,107.80000305175781,233108064,0.03544375
2014-12-31T00:00:00Z,4,112.30000305175781,230528065,0.03458125
2014-11-30T00:00:00Z,4,107.0999984741211,225403326,0.03399375
2014-10-31T00:00:00Z,4.5,103.9000015258789,223616360,0.035475
2014-09-30T00:00:00Z,4.5,101.80000305175781,223445189,0.034793750000000005
2014-08-31T00:00:00Z,4.5,102.19999694824219,223630224,0.03433125
2014-07-31T00:00:00Z,4.5,103.80000305175781,222288218,0.03841875
2014-06-30T00:00:00Z,4.5,101.0999984741211,221922167,0.03665
2014-05-31T00:00:00Z,4.75,104.4000015258789,217039036,0.03545625
2014-04-30T00:00:00Z,4.75,104.80000305175781,217992320,0.0347625
2014-03-31T00:00:00Z,4.75,106.69999694824219,213200077,0.03185
2014-02-28T00:00:00Z,5,102.5999984741211,211590776,0.030193750000000002
2014-01-31T00:00:00Z,5,102.80000305175781,209565176,0.029750000000000002
2013-12-31T00:00:00Z,5,106.30000305175781,209904158,0.02606875
2013-11-30T00:00:00Z,5,102.19999694824219,207063363,0.0277875
2013-10-31T00:00:00Z,5,99.5,203833068,0.028268750000000002
2013-09-30T00:00:00Z,5.25,97.69999694824219,200982593,0.02888125
2013-08-31T00:00:00Z,5.25,98.69999694824219,200597881,0.02916875
2013-07-31T00:00:00Z,5.25,98.5999984741211,197609963,0.02820625
2013-06-30T00:00:00Z,5.25,96.69999694824219,195716192,0.02739375
2013-05-31T00:00:00Z,5.25,99.5,192419554,0.027831250000000002
2013-04-30T00:00:00Z,5.25,101.19999694824219,191209447,0.028325
2013-03-31T00:00:00Z,5,101.69999694824219,187343015,0.02684375
2013-02-28T00:00:00Z,5,98.80000305175781,187322139,0.0268375
2013-01-31T00:00:00Z,5,99.0999984741211,186605403,0.0263375
2012-12-31T00:00:00Z,5,103.5999984741211,186614040,0.02556875
2012-11-30T00:00:00Z,5,98.9000015258789,182982816,0.02828125
2012-10-31T00:00:00Z,5,96.4000015258789,178262029,0.02825625
2012-09-30T00:00:00Z,5,94.19999694824219,176586642,0.030250000000000003
2012-08-31T00:00:00Z,5,94.4000015258789,174241640,0.027075000000000002
2012-07-31T00:00:00Z,5,94.5,170587847,0.029094117647058822
2012-06-30T00:00:00Z,5,93.9000015258789,170766677,0.029894117647058824
2012-05-31T00:00:00Z,5.5,95.69999694824219,167327772,0.02946470588235294
2012-04-30T00:00:00Z,5.5,94.4000015258789,165377699,0.027323529411764705
2012-03-31T00:00:00Z,5.5,100.69999694824219,165320917,0.027576470588235296
2012-02-29T00:00:00Z,5.5,95.4000015258789,164206639,0.028688235294117646
2012-01-31T00:00:00Z,5.5,95.19999694824219,164084110,0.028582352941176472
2011-12-31T00:00:00Z,5.5,100.80000305175781,165436222,0.027211764705882352
2011-11-30T00:00:00Z,5.5,96.5999984741211,161198512,0.028776470588235296
2011-10-31T00:00:00Z,5.5,92.19999694824219,159073696,0.02928235294117647
2011-09-30T00:00:00Z,5.5,92.30000305175781,158557577,0.029894117647058824
2011-08-31T00:00:00Z,5,92,157424085,0.02992941176470588
2011-07-31T00:00:00Z,5,92.0999984741211,156437585,0.03118235294117647
2011-06-30T00:00:00Z,4.75,91.5999984741211,153529636,0.03135294117647059
2011-05-31T00:00:00Z,4.75,91.5999984741211,151319292,0.03350588235294118
2011-04-30T00:00:00Z,4.75,93.0999984741211,150219592,0.03295294117647059
2011-03-31T00:00:00Z,4.75,97,148605175,0.03181764705882353
2011-02-28T00:00:00Z,4.5,91.69999694824219,145445776,0.03288823529411765
2011-01-31T00:00:00Z,4.5,92.69999694824219,146055268,0.03428235294117647
2010-12-31T00:00:00Z,4.5,98.69999694824219,144979759,0.03442352941176471
2010-11-30T00:00:00Z,4.5,92,140954445,0.04009411764705882
2010-10-31T00:00:00Z,4.5,89.5,140296586,0.03824705882352941
2010-09-30T00:00:00Z,4.5,87.69999694824219,139160494,0.041488235294117645
2010-08-31T00:00:00Z,4.5,87.19999694824219,138367932,0.041288235294117646
2010-07-31T00:00:00Z,4.5,87.9000015258789,137041416,0.0422
2010-06-30T00:00:00Z,4.5,88,137419611,0.04392352941176471
2010-05-31T00:00:00Z,4.5,88,135406927,0.0475
2010-04-30T00:00:00Z,4.5,89.4000015258789,133626169,0.045482352941176474
2010-03-31T00:00:00Z,4.5,93.9000015258789,132564678,0.04518235294117647
2010-02-28T00:00:00Z,4.5,87.30000305175781,133194334,0.04710588235294118
2010-01-31T00:00:00Z,4.5,89.30000305175781,134037751,0.048517647058823526
2009-12-31T00:00:00Z,4.5,95.0999984741211,131627943,0.04518235294117647
2009-11-30T00:00:00Z,4.5,89,131665260,0.04972941176470588
2009-10-31T00:00:00Z,4.5,87.9000015258789,130253726,0.05226470588235294
2009-09-30T00:00:00Z,4.5,86.0999984741211,129026297,0.054952941176470586
2009-08-31T00:00:00Z,4.75,86.5,128161966,0.055735294117647056
2009-07-31T00:00:00Z,4.75,87,128086638,0.057823529411764704
2009-06-30T00:00:00Z,5.25,84,127216945,0.056900000000000006
2009-05-31T00:00:00Z,5.75,85,126353479,0.05738823529411765
2009-04-30T00:00:00Z,5.75,86.9000015258789,124759491,0.05722941176470589
2009-03-31T00:00:00Z,6.25,89.4000015258789,124920781,0.05252941176470589
2009-02-28T00:00:00Z,6.5,84.80000305175781,123417464,0.05262352941176471
2009-01-31T00:00:00Z,7,86.80000305175781,123639375,0.051135294117647064
2008-12-31T00:00:00Z,7.25,91.4000015258789,122004968,0.0478
2008-11-30T00:00:00Z,7.25,87.30000305175781,120703401,0.05539411764705882
2008-10-31T00:00:00Z,7.25,85.69999694824219,119194774,0.06871666666666666
2008-09-30T00:00:00Z,7.25,84.69999694824219,116738655,0.06029444444444444
2008-08-31T00:00:00Z,7.25,85.80000305175781,115341990,0.05217777777777778
